"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
3.49459050933839,1.4273129511492,1.26515296054288,1.49621337179468,1.96756456914368,1.43406721300231,0.976926938382506,0.574687350657469,0.198497080226439,0.0610699034861711
1.33991212462017,7.87518552201296,3.51819202087616,1.9745447567321,2.00886548517072,1.87543049856184,1.08570236668776,0.569340180991995,0.235369498049664,0.0675933688838915
0.547496177332052,1.62179587565882,9.37298034051282,2.93987763271334,1.89299659019459,2.14216689245859,1.40020062673823,0.60269661854613,0.253253646101246,0.100410947027784
0.60526698060978,0.850865609146064,2.74815490843337,4.66099843667036,2.52761410791456,2.17793880171493,1.69772963908209,0.781362235490209,0.33861788398205,0.210781002791385
0.83710421766919,0.910422399434294,1.86105165880477,2.65831175378018,3.64019561446909,2.60697187460304,1.72486596780537,0.908763074950434,0.404453118367334,0.239114419602835
0.530856940893311,0.739517302252543,1.83241094618886,1.99296815088867,2.26829198985346,3.44006313916582,1.93335621316181,0.952192963767572,0.462984650599051,0.23509094933254
0.344564670309485,0.407903628771221,1.14119793240349,1.48020609746496,1.42994710567137,1.84210593086685,2.28018068633604,1.18510894907747,0.541660294561129,0.297304812822424
0.240551324977754,0.253858315466263,0.582957192424469,0.808495325935149,0.894095971720358,1.07671119411246,1.4064748411178,1.87324029257868,0.915691511733964,0.385562035657385
0.125495119269935,0.158515428309808,0.36998828987029,0.529200655771222,0.601020875059433,0.790737107450666,0.970934982712468,1.38309161683633,1.99375798564159,0.799441224578396
0.0696996617500382,0.0821796851405909,0.264826056360653,0.594671865144623,0.641466328878733,0.724838546001191,0.962043921357638,1.05132313007449,1.44327397993498,1.1852686865783
